id,name,addr,lat,lng,dong,detailtype
1955,와랑식탁,제주특별자치도 제주시 한경면 한경해안로 512-8,33.3432067693141,126.175925386644,한경면 신창리,60
1956,외도339,제주특별자치도 제주시 일주서로 7345,33.4937415292097,126.431706378231,외도이동,60
1957,요기개,제주특별자치도 제주시 오남로 280,33.4712459475392,126.513312195139,오라이동,60
1958,요람,제주특별자치도 서귀포시 검은여로129번길 13,33.2532484099498,126.583086989026,토평동,60
1959,요우르,제주특별자치도 제주시 조천읍 조함해안로 343,33.5493071365552,126.654117334774,조천읍 신흥리,60
1960,"우연히,그곳",제주특별자치도 제주시 구좌읍 중산간동로 2250,33.4717184621206,126.782768546462,구좌읍 송당리,60
1961,웁스마이독,제주특별자치도 서귀포시 안덕면 사계로 112,33.2402748062598,126.300329655998,안덕면 사계리,60
1962,월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359-4,33.3778781706577,126.215431427208,한림읍 월령리,60
1963,월정조용한카페앤펍,제주특별자치도 제주시 구좌읍 월정1길 64-1,33.5562558820111,126.793621366175,구좌읍 월정리,60
1964,웨스티하우스,제주도 서귀포시 안덕면 일주서로 1488번길9,33.2610125704538,126.355809566578,안덕면 감산리,60
1965,유수암캠핑장,제주특별자치도 제주시 애월읍 하소로 684-25,33.4221270603917,126.393689669582,애월읍 유수암리,60
1966,유진팡 열대과일농장,제주특별자치도 서귀포시 남원읍 원님로399번길 31-7,33.3399177575569,126.742515748251,남원읍 신흥리,60
1967,유캔들잇스튜디오,제주특별자치도 제주시 정든로 5,33.4981049427795,126.540144012013,이도이동,60
1968,이너프,제주특별자치도 제주시 애월읍 고성8길 33,33.4560054741181,126.418969326389,애월읍 고성리,60
1969,이도씨동물의료센터,제주특별자치도 서귀포시 신서귀로97번길 51,33.2539879848355,126.506975247499,강정동,60
1970,이루다동물병원,제주특별자치도 제주시 건주로3길 19,33.5167677827659,126.581406585894,도련일동,60
1971,이호테우해수욕장,제주특별자치도 제주시 도리로 20,33.4961965681116,126.455892860155,이호이동,60
1972,인더 하우스,제주특별자치도 제주시 애월읍 엄장로 98-41,33.4647304285036,126.374929178348,애월읍 신엄리,60
1973,인스밀,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22,33.2384787715141,126.229230662407,대정읍 일과리,60
1974,인터포레스트,제주특별자치도 제주시 구좌읍 비자림로 1655,33.4572367634912,126.77236758151,구좌읍 송당리,60
1975,일이오구스튜디오,제주특별자치도 서귀포시 성산읍 난산로27번길 17,33.3992833409892,126.871994036184,성산읍 난산리,60
